-0.102,0.04,0.004,0.994,0.018,0.013,-0.05,0.998,0.061,-0.007,0.018,0.998,0.107,-0.002,0.043,0.993,-0.011,0.007,-0.031,0.999,0,0,0,1,0,0,0,1,0.105,-0.002,0.014,0.994,0,0,0,1,-0.006,-0.002,0.04,0.999,0,0,0,1,0,0,0,1,0,0,0,1,0.178,-0.038,-0.584,-0.791,0.178,0.038,0.584,-0.791,-0.044,0.931,0.156,0.326,-0.044,-0.931,-0.156,0.326,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.1,-0.1,0.996,0.05,-0.45,0.24,0.93,0,-0.34,0,0.96,0,-0.05,0.55,0.996,0,0,0.75,0.72,0,0,0.7,0.69,-0.1,-0.1,0.57,0.877,0.2,0,0.76,0.69,0,0.2,0.76,0.87,0,0,0.57,0.87,0,0,0.72,0.877,0,0,0.71,0.69,-0.05,0,0.57,0.87,0,0,0.72,0.87,0,0,0.72,0.877,0,-0.1,0.1,0.996,-0.05,0.45,-0.24,0.93,0,0.34,0,0.96,0,0.05,-0.55,0.996,0,0,-0.75,0.72,0,0,-0.7,0.69,0,0,-0.57,0.877,0,0,-0.76,0.69,0,0,-0.76,0.87,0,0,-0.57,0.87,0,0,-0.72,0.877,0,0,-0.71,0.69,0.05,0,-0.57,0.87,0,0,-0.72,0.87,0,0,-0.72,0.877,0,0,0,1
-0.107,0.037,0.004,0.994,0.023,0.012,-0.048,0.999,0.066,-0.008,0.02,0.998,0.102,-0.002,0.04,0.994,-0.017,0.007,-0.031,0.999,0,0,0,1,0,0,0,1,0.107,-0.002,0.017,0.994,0,0,0,1,-0.008,-0.002,0.04,0.999,0,0,0,1,0,0,0,1,0,0,0,1,0.174,-0.031,-0.588,-0.789,0.174,0.031,0.588,-0.789,-0.025,0.93,0.205,0.303,-0.025,-0.93,-0.205,0.303,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.1,-0.1,0.996,0.05,-0.45,0.24,0.93,0,-0.34,0,0.96,0,-0.05,0.55,0.996,0,0,0.75,0.72,0,0,0.7,0.69,-0.1,-0.1,0.57,0.877,0.2,0,0.76,0.69,0,0.2,0.76,0.87,0,0,0.57,0.87,0,0,0.72,0.877,0,0,0.71,0.69,-0.05,0,0.57,0.87,0,0,0.72,0.87,0,0,0.72,0.877,0,-0.1,0.1,0.996,-0.05,0.45,-0.24,0.93,0,0.34,0,0.96,0,0.05,-0.55,0.996,0,0,-0.75,0.72,0,0,-0.7,0.69,0,0,-0.57,0.877,0,0,-0.76,0.69,0,0,-0.76,0.87,0,0,-0.57,0.87,0,0,-0.72,0.877,0,0,-0.71,0.69,0.05,0,-0.57,0.87,0,0,-0.72,0.87,0,0,-0.72,0.877,0,0,0,1
-0.115,0.057,0.007,0.992,0.031,0.012,-0.046,0.998,0.072,-0.008,0.021,0.997,0.107,-0.002,0.046,0.993,-0.085,0.014,-0.046,0.995,0,0,0,1,0,0,0,1,0.116,-0.004,0.032,0.993,0,0,0,1,-0.028,-0.001,0.013,1,0,0,0,1,0,0,0,1,0,0,0,1,0.252,-0.151,-0.552,-0.78,0.252,0.151,0.552,-0.78,-0.045,0.914,0.162,0.37,-0.045,-0.914,-0.162,0.37,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.1,-0.1,0.996,0.05,-0.45,0.24,0.93,0,-0.34,0,0.96,0,-0.05,0.55,0.996,0,0,0.75,0.72,0,0,0.7,0.69,-0.1,-0.1,0.57,0.877,0.2,0,0.76,0.69,0,0.2,0.76,0.87,0,0,0.57,0.87,0,0,0.72,0.877,0,0,0.71,0.69,-0.05,0,0.57,0.87,0,0,0.72,0.87,0,0,0.72,0.877,0,-0.1,0.1,0.996,-0.05,0.45,-0.24,0.93,0,0.34,0,0.96,0,0.05,-0.55,0.996,0,0,-0.75,0.72,0,0,-0.7,0.69,0,0,-0.57,0.877,0,0,-0.76,0.69,0,0,-0.76,0.87,0,0,-0.57,0.87,0,0,-0.72,0.877,0,0,-0.71,0.69,0.05,0,-0.57,0.87,0,0,-0.72,0.87,0,0,-0.72,0.877,0,0,0,1
-0.1,0.06,0.006,0.993,0.01,0.011,-0.043,0.999,0.052,-0.008,0.025,0.998,0.11,-0.004,0.053,0.993,-0.085,0.017,-0.054,0.995,0,0,0,1,0,0,0,1,0.091,-0.004,0.028,0.995,0,0,0,1,-0.056,-0.001,0.01,0.998,0,0,0,1,0,0,0,1,0,0,0,1,0.298,-0.36,-0.434,-0.77,0.298,0.36,0.434,-0.77,-0.183,0.861,-0.071,0.47,-0.183,-0.861,0.071,0.47,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.1,-0.1,0.996,0.05,-0.45,0.24,0.93,0,-0.34,0,0.96,0,-0.05,0.55,0.996,0,0,0.75,0.72,0,0,0.7,0.69,-0.1,-0.1,0.57,0.877,0.2,0,0.76,0.69,0,0.2,0.76,0.87,0,0,0.57,0.87,0,0,0.72,0.877,0,0,0.71,0.69,-0.05,0,0.57,0.87,0,0,0.72,0.87,0,0,0.72,0.877,0,-0.1,0.1,0.996,-0.05,0.45,-0.24,0.93,0,0.34,0,0.96,0,0.05,-0.55,0.996,0,0,-0.75,0.72,0,0,-0.7,0.69,0,0,-0.57,0.877,0,0,-0.76,0.69,0,0,-0.76,0.87,0,0,-0.57,0.87,0,0,-0.72,0.877,0,0,-0.71,0.69,0.05,0,-0.57,0.87,0,0,-0.72,0.87,0,0,-0.72,0.877,0,0,0,1
-0.099,0.056,0.006,0.994,0.004,0.011,-0.042,0.999,0.054,-0.009,0.029,0.998,0.118,-0.004,0.057,0.991,-0.084,0.017,-0.057,0.995,0,0,0,1,0,0,0,1,0.105,-0.003,0.021,0.994,0,0,0,1,-0.034,-0.002,0.021,0.999,0,0,0,1,0,0,0,1,0,0,0,1,0.214,-0.545,-0.234,-0.776,0.214,0.545,0.234,-0.776,-0.349,0.76,-0.299,0.46,-0.349,-0.76,0.299,0.46,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.1,-0.1,0.996,0.05,-0.45,0.24,0.93,0,-0.34,0,0.96,0,-0.05,0.55,0.996,0,0,0.75,0.72,0,0,0.7,0.69,-0.1,-0.1,0.57,0.877,0.2,0,0.76,0.69,0,0.2,0.76,0.87,0,0,0.57,0.87,0,0,0.72,0.877,0,0,0.71,0.69,-0.05,0,0.57,0.87,0,0,0.72,0.87,0,0,0.72,0.877,0,-0.1,0.1,0.996,-0.05,0.45,-0.24,0.93,0,0.34,0,0.96,0,0.05,-0.55,0.996,0,0,-0.75,0.72,0,0,-0.7,0.69,0,0,-0.57,0.877,0,0,-0.76,0.69,0,0,-0.76,0.87,0,0,-0.57,0.87,0,0,-0.72,0.877,0,0,-0.71,0.69,0.05,0,-0.57,0.87,0,0,-0.72,0.87,0,0,-0.72,0.877,0,0,0,1
-0.104,0.035,0.004,0.994,0.001,0.009,-0.035,0.999,0.062,-0.01,0.034,0.997,0.127,-0.003,0.056,0.99,-0.103,0.017,-0.055,0.993,0,0,0,1,0,0,0,1,0.119,-0.003,0.02,0.993,0,0,0,1,-0.039,0,0.005,0.999,0,0,0,1,0,0,0,1,0,0,0,1,0.358,-0.503,-0.387,-0.685,0.358,0.503,0.387,-0.685,-0.256,0.586,-0.01,0.769,-0.256,-0.586,0.01,0.769,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.1,-0.1,0.996,0.05,-0.45,0.24,0.93,0,-0.34,0,0.96,0,-0.05,0.55,0.996,0,0,0.75,0.72,0,0,0.7,0.69,-0.1,-0.1,0.57,0.877,0.2,0,0.76,0.69,0,0.2,0.76,0.87,0,0,0.57,0.87,0,0,0.72,0.877,0,0,0.71,0.69,-0.05,0,0.57,0.87,0,0,0.72,0.87,0,0,0.72,0.877,0,-0.1,0.1,0.996,-0.05,0.45,-0.24,0.93,0,0.34,0,0.96,0,0.05,-0.55,0.996,0,0,-0.75,0.72,0,0,-0.7,0.69,0,0,-0.57,0.877,0,0,-0.76,0.69,0,0,-0.76,0.87,0,0,-0.57,0.87,0,0,-0.72,0.877,0,0,-0.71,0.69,0.05,0,-0.57,0.87,0,0,-0.72,0.87,0,0,-0.72,0.877,0,0,0,1
-0.115,0.042,0.005,0.992,0.006,0.009,-0.035,0.999,0.075,-0.012,0.041,0.996,0.149,-0.001,0.057,0.987,-0.035,0.011,-0.059,0.998,0,0,0,1,0,0,0,1,0.156,-0.002,0.023,0.987,0,0,0,1,0.103,0,0.007,-0.995,0,0,0,1,0,0,0,1,0,0,0,1,0.466,-0.363,-0.565,-0.576,0.466,0.363,0.565,-0.576,0.145,0.133,0.085,0.977,0.145,-0.133,-0.085,0.977,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.1,-0.1,0.996,0.05,-0.45,0.24,0.93,0,-0.34,0,0.96,0,-0.05,0.55,0.996,0,0,0.75,0.72,0,0,0.7,0.69,-0.1,-0.1,0.57,0.877,0.2,0,0.76,0.69,0,0.2,0.76,0.87,0,0,0.57,0.87,0,0,0.72,0.877,0,0,0.71,0.69,-0.05,0,0.57,0.87,0,0,0.72,0.87,0,0,0.72,0.877,0,-0.1,0.1,0.996,-0.05,0.45,-0.24,0.93,0,0.34,0,0.96,0,0.05,-0.55,0.996,0,0,-0.75,0.72,0,0,-0.7,0.69,0,0,-0.57,0.877,0,0,-0.76,0.69,0,0,-0.76,0.87,0,0,-0.57,0.87,0,0,-0.72,0.877,0,0,-0.71,0.69,0.05,0,-0.57,0.87,0,0,-0.72,0.87,0,0,-0.72,0.877,0,0,0,1
-0.106,0.049,0.005,0.993,0.002,0.009,-0.036,0.999,0.061,-0.011,0.04,0.997,0.141,-0.002,0.051,0.989,-0.03,0.012,-0.06,0.998,0,0,0,1,0,0,0,1,0.149,-0.002,0.023,0.989,0,0,0,1,-0.117,0.001,-0.008,0.993,0,0,0,1,0,0,0,1,0,0,0,1,-0.471,0.352,0.578,0.566,-0.471,-0.352,-0.578,0.566,0.136,0.142,0.087,0.976,0.136,-0.142,-0.087,0.976,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.1,-0.1,0.996,0.05,-0.45,0.24,0.93,0,-0.34,0,0.96,0,-0.05,0.55,0.996,0,0,0.75,0.72,0,0,0.7,0.69,-0.1,-0.1,0.57,0.877,0.2,0,0.76,0.69,0,0.2,0.76,0.87,0,0,0.57,0.87,0,0,0.72,0.877,0,0,0.71,0.69,-0.05,0,0.57,0.87,0,0,0.72,0.87,0,0,0.72,0.877,0,-0.1,0.1,0.996,-0.05,0.45,-0.24,0.93,0,0.34,0,0.96,0,0.05,-0.55,0.996,0,0,-0.75,0.72,0,0,-0.7,0.69,0,0,-0.57,0.877,0,0,-0.76,0.69,0,0,-0.76,0.87,0,0,-0.57,0.87,0,0,-0.72,0.877,0,0,-0.71,0.69,0.05,0,-0.57,0.87,0,0,-0.72,0.87,0,0,-0.72,0.877,0,0,0,1
-0.111,0.043,0.005,0.993,0.006,0.009,-0.036,0.999,0.073,-0.013,0.047,0.996,0.138,-0.002,0.059,0.989,-0.108,0.021,-0.072,0.991,0,0,0,1,0,0,0,1,0.143,-0.002,0.022,0.989,0,0,0,1,-0.089,0.001,-0.011,0.996,0,0,0,1,0,0,0,1,0,0,0,1,0.434,-0.35,-0.557,-0.615,0.434,0.35,0.557,-0.615,0.082,0.185,0.094,0.975,0.082,-0.185,-0.094,0.975,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.1,-0.1,0.996,0.05,-0.45,0.24,0.93,0,-0.34,0,0.96,0,-0.05,0.55,0.996,0,0,0.75,0.72,0,0,0.7,0.69,-0.1,-0.1,0.57,0.877,0.2,0,0.76,0.69,0,0.2,0.76,0.87,0,0,0.57,0.87,0,0,0.72,0.877,0,0,0.71,0.69,-0.05,0,0.57,0.87,0,0,0.72,0.87,0,0,0.72,0.877,0,-0.1,0.1,0.996,-0.05,0.45,-0.24,0.93,0,0.34,0,0.96,0,0.05,-0.55,0.996,0,0,-0.75,0.72,0,0,-0.7,0.69,0,0,-0.57,0.877,0,0,-0.76,0.69,0,0,-0.76,0.87,0,0,-0.57,0.87,0,0,-0.72,0.877,0,0,-0.71,0.69,0.05,0,-0.57,0.87,0,0,-0.72,0.87,0,0,-0.72,0.877,0,0,0,1
-0.116,0.035,0.004,0.993,0.014,0.009,-0.034,0.999,0.075,-0.014,0.052,0.996,0.131,-0.002,0.055,0.99,-0.082,0.018,-0.075,0.994,0,0,0,1,0,0,0,1,0.156,-0.002,0.024,0.988,0,0,0,1,0.103,-0.001,0.021,-0.994,0,0,0,1,0,0,0,1,0,0,0,1,0.444,-0.36,-0.552,-0.607,0.444,0.36,0.552,-0.607,0.092,0.168,0.09,0.977,0.092,-0.168,-0.09,0.977,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.1,-0.1,0.996,0.05,-0.45,0.24,0.93,0,-0.34,0,0.96,0,-0.05,0.55,0.996,0,0,0.75,0.72,0,0,0.7,0.69,-0.1,-0.1,0.57,0.877,0.2,0,0.76,0.69,0,0.2,0.76,0.87,0,0,0.57,0.87,0,0,0.72,0.877,0,0,0.71,0.69,-0.05,0,0.57,0.87,0,0,0.72,0.87,0,0,0.72,0.877,0,-0.1,0.1,0.996,-0.05,0.45,-0.24,0.93,0,0.34,0,0.96,0,0.05,-0.55,0.996,0,0,-0.75,0.72,0,0,-0.7,0.69,0,0,-0.57,0.877,0,0,-0.76,0.69,0,0,-0.76,0.87,0,0,-0.57,0.87,0,0,-0.72,0.877,0,0,-0.71,0.69,0.05,0,-0.57,0.87,0,0,-0.72,0.87,0,0,-0.72,0.877,0,0,0,1
-0.112,0.043,0.005,0.993,0.017,0.009,-0.034,0.999,0.077,-0.012,0.045,0.996,0.118,-0.002,0.047,0.992,-0.119,0.021,-0.071,0.99,0,0,0,1,0,0,0,1,0.149,-0.002,0.025,0.988,0,0,0,1,-0.093,0.001,-0.019,0.995,0,0,0,1,0,0,0,1,0,0,0,1,0.431,-0.347,-0.556,-0.62,0.431,0.347,0.556,-0.62,0.077,0.201,0.099,0.972,0.077,-0.201,-0.099,0.972,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.1,-0.1,0.996,0.05,-0.45,0.24,0.93,0,-0.34,0,0.96,0,-0.05,0.55,0.996,0,0,0.75,0.72,0,0,0.7,0.69,-0.1,-0.1,0.57,0.877,0.2,0,0.76,0.69,0,0.2,0.76,0.87,0,0,0.57,0.87,0,0,0.72,0.877,0,0,0.71,0.69,-0.05,0,0.57,0.87,0,0,0.72,0.87,0,0,0.72,0.877,0,-0.1,0.1,0.996,-0.05,0.45,-0.24,0.93,0,0.34,0,0.96,0,0.05,-0.55,0.996,0,0,-0.75,0.72,0,0,-0.7,0.69,0,0,-0.57,0.877,0,0,-0.76,0.69,0,0,-0.76,0.87,0,0,-0.57,0.87,0,0,-0.72,0.877,0,0,-0.71,0.69,0.05,0,-0.57,0.87,0,0,-0.72,0.87,0,0,-0.72,0.877,0,0,0,1
-0.107,0.039,0.004,0.993,0.013,0.009,-0.033,0.999,0.068,-0.012,0.045,0.997,0.116,-0.003,0.047,0.992,-0.075,0.017,-0.069,0.995,0,0,0,1,0,0,0,1,0.14,-0.003,0.026,0.99,0,0,0,1,-0.095,0.001,-0.019,0.995,0,0,0,1,0,0,0,1,0,0,0,1,0.423,-0.356,-0.542,-0.633,0.423,0.356,0.542,-0.633,0.058,0.202,0.095,0.973,0.058,-0.202,-0.095,0.973,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.1,-0.1,0.996,0.05,-0.45,0.24,0.93,0,-0.34,0,0.96,0,-0.05,0.55,0.996,0,0,0.75,0.72,0,0,0.7,0.69,-0.1,-0.1,0.57,0.877,0.2,0,0.76,0.69,0,0.2,0.76,0.87,0,0,0.57,0.87,0,0,0.72,0.877,0,0,0.71,0.69,-0.05,0,0.57,0.87,0,0,0.72,0.87,0,0,0.72,0.877,0,-0.1,0.1,0.996,-0.05,0.45,-0.24,0.93,0,0.34,0,0.96,0,0.05,-0.55,0.996,0,0,-0.75,0.72,0,0,-0.7,0.69,0,0,-0.57,0.877,0,0,-0.76,0.69,0,0,-0.76,0.87,0,0,-0.57,0.87,0,0,-0.72,0.877,0,0,-0.71,0.69,0.05,0,-0.57,0.87,0,0,-0.72,0.87,0,0,-0.72,0.877,0,0,0,1
-0.104,0.047,0.005,0.994,0.001,0.01,-0.038,0.999,0.064,-0.011,0.039,0.997,0.131,-0.003,0.055,0.99,-0.114,0.022,-0.069,0.991,0,0,0,1,0,0,0,1,0.138,-0.003,0.027,0.99,0,0,0,1,-0.09,0.001,-0.018,0.996,0,0,0,1,0,0,0,1,0,0,0,1,0.427,-0.339,-0.564,-0.62,0.427,0.339,0.564,-0.62,0.076,0.209,0.101,0.97,0.076,-0.209,-0.101,0.97,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.1,-0.1,0.996,0.05,-0.45,0.24,0.93,0,-0.34,0,0.96,0,-0.05,0.55,0.996,0,0,0.75,0.72,0,0,0.7,0.69,-0.1,-0.1,0.57,0.877,0.2,0,0.76,0.69,0,0.2,0.76,0.87,0,0,0.57,0.87,0,0,0.72,0.877,0,0,0.71,0.69,-0.05,0,0.57,0.87,0,0,0.72,0.87,0,0,0.72,0.877,0,-0.1,0.1,0.996,-0.05,0.45,-0.24,0.93,0,0.34,0,0.96,0,0.05,-0.55,0.996,0,0,-0.75,0.72,0,0,-0.7,0.69,0,0,-0.57,0.877,0,0,-0.76,0.69,0,0,-0.76,0.87,0,0,-0.57,0.87,0,0,-0.72,0.877,0,0,-0.71,0.69,0.05,0,-0.57,0.87,0,0,-0.72,0.87,0,0,-0.72,0.877,0,0,0,1
-0.106,0.043,0.005,0.993,0.007,0.009,-0.035,0.999,0.058,-0.012,0.044,0.997,0.124,-0.002,0.047,0.991,-0.068,0.018,-0.071,0.995,0,0,0,1,0,0,0,1,0.138,-0.003,0.025,0.99,0,0,0,1,-0.09,0.001,-0.013,0.996,0,0,0,1,0,0,0,1,0,0,0,1,0.417,-0.35,-0.544,-0.639,0.417,0.35,0.544,-0.639,0.075,0.217,0.104,0.968,0.075,-0.217,-0.104,0.968,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.1,-0.1,0.996,0.05,-0.45,0.24,0.93,0,-0.34,0,0.96,0,-0.05,0.55,0.996,0,0,0.75,0.72,0,0,0.7,0.69,-0.1,-0.1,0.57,0.877,0.2,0,0.76,0.69,0,0.2,0.76,0.87,0,0,0.57,0.87,0,0,0.72,0.877,0,0,0.71,0.69,-0.05,0,0.57,0.87,0,0,0.72,0.87,0,0,0.72,0.877,0,-0.1,0.1,0.996,-0.05,0.45,-0.24,0.93,0,0.34,0,0.96,0,0.05,-0.55,0.996,0,0,-0.75,0.72,0,0,-0.7,0.69,0,0,-0.57,0.877,0,0,-0.76,0.69,0,0,-0.76,0.87,0,0,-0.57,0.87,0,0,-0.72,0.877,0,0,-0.71,0.69,0.05,0,-0.57,0.87,0,0,-0.72,0.87,0,0,-0.72,0.877,0,0,0,1
-0.102,0.047,0.005,0.994,0.004,0.009,-0.036,0.999,0.056,-0.012,0.042,0.997,0.124,-0.002,0.045,0.991,-0.085,0.02,-0.07,0.994,0,0,0,1,0,0,0,1,0.137,-0.003,0.023,0.99,0,0,0,1,-0.085,0.001,-0.013,0.996,0,0,0,1,0,0,0,1,0,0,0,1,0.428,-0.342,-0.563,-0.619,0.428,0.342,0.563,-0.619,0.081,0.203,0.1,0.971,0.081,-0.203,-0.1,0.971,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.1,-0.1,0.996,0.05,-0.45,0.24,0.93,0,-0.34,0,0.96,0,-0.05,0.55,0.996,0,0,0.75,0.72,0,0,0.7,0.69,-0.1,-0.1,0.57,0.877,0.2,0,0.76,0.69,0,0.2,0.76,0.87,0,0,0.57,0.87,0,0,0.72,0.877,0,0,0.71,0.69,-0.05,0,0.57,0.87,0,0,0.72,0.87,0,0,0.72,0.877,0,-0.1,0.1,0.996,-0.05,0.45,-0.24,0.93,0,0.34,0,0.96,0,0.05,-0.55,0.996,0,0,-0.75,0.72,0,0,-0.7,0.69,0,0,-0.57,0.877,0,0,-0.76,0.69,0,0,-0.76,0.87,0,0,-0.57,0.87,0,0,-0.72,0.877,0,0,-0.71,0.69,0.05,0,-0.57,0.87,0,0,-0.72,0.87,0,0,-0.72,0.877,0,0,0,1
-0.107,0.042,0.005,0.993,0.019,0.009,-0.033,0.999,0.062,-0.012,0.042,0.997,0.105,-0.003,0.044,0.993,-0.102,0.02,-0.067,0.992,0,0,0,1,0,0,0,1,0.139,-0.002,0.021,0.99,0,0,0,1,-0.078,0,-0.005,0.997,0,0,0,1,0,0,0,1,0,0,0,1,0.432,-0.349,-0.557,-0.618,0.432,0.349,0.557,-0.618,0.082,0.194,0.097,0.973,0.082,-0.194,-0.097,0.973,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.1,-0.1,0.996,0.05,-0.45,0.24,0.93,0,-0.34,0,0.96,0,-0.05,0.55,0.996,0,0,0.75,0.72,0,0,0.7,0.69,-0.1,-0.1,0.57,0.877,0.2,0,0.76,0.69,0,0.2,0.76,0.87,0,0,0.57,0.87,0,0,0.72,0.877,0,0,0.71,0.69,-0.05,0,0.57,0.87,0,0,0.72,0.87,0,0,0.72,0.877,0,-0.1,0.1,0.996,-0.05,0.45,-0.24,0.93,0,0.34,0,0.96,0,0.05,-0.55,0.996,0,0,-0.75,0.72,0,0,-0.7,0.69,0,0,-0.57,0.877,0,0,-0.76,0.69,0,0,-0.76,0.87,0,0,-0.57,0.87,0,0,-0.72,0.877,0,0,-0.71,0.69,0.05,0,-0.57,0.87,0,0,-0.72,0.87,0,0,-0.72,0.877,0,0,0,1
-0.109,0.034,0.004,0.993,0.019,0.008,-0.029,0.999,0.069,-0.013,0.047,0.996,0.107,-0.002,0.041,0.993,-0.08,0.018,-0.07,0.994,0,0,0,1,0,0,0,1,0.142,-0.003,0.023,0.99,0,0,0,1,-0.08,0,-0.007,0.997,0,0,0,1,0,0,0,1,0,0,0,1,0.42,-0.349,-0.548,-0.634,0.42,0.349,0.548,-0.634,0.052,0.206,0.095,0.973,0.052,-0.206,-0.095,0.973,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.1,-0.1,0.996,0.05,-0.45,0.24,0.93,0,-0.34,0,0.96,0,-0.05,0.55,0.996,0,0,0.75,0.72,0,0,0.7,0.69,-0.1,-0.1,0.57,0.877,0.2,0,0.76,0.69,0,0.2,0.76,0.87,0,0,0.57,0.87,0,0,0.72,0.877,0,0,0.71,0.69,-0.05,0,0.57,0.87,0,0,0.72,0.87,0,0,0.72,0.877,0,-0.1,0.1,0.996,-0.05,0.45,-0.24,0.93,0,0.34,0,0.96,0,0.05,-0.55,0.996,0,0,-0.75,0.72,0,0,-0.7,0.69,0,0,-0.57,0.877,0,0,-0.76,0.69,0,0,-0.76,0.87,0,0,-0.57,0.87,0,0,-0.72,0.877,0,0,-0.71,0.69,0.05,0,-0.57,0.87,0,0,-0.72,0.87,0,0,-0.72,0.877,0,0,0,1
